date;city;duration;shape;location
15/06/2005;driscoll (near);1500;OTRA;(27.6741667,-97.7483333)
28/08/2012;tulsa;7200;OTRA;(36.1538889,-95.9925)
25/08/2005;henderson;300;OTRA;(36.0397222,-114.9811111)
20/07/2002;ford city;60;OTRA;(40.7722222,-79.53)
24/04/2012;marshville;1200;CIRCULAR;(34.9883333,-80.3672222)
24/01/2002;flagstaff;600;TRIANGULAR;(35.1980556,-111.6505556)
29/11/2013;millersville;10;OTRA;(39.9977778,-76.3544444)
17/01/2014;broomfield;600;OTRA;(39.9205556,-105.0861111)
14/08/2007;alpharetta;120;OTRA;(34.0752778,-84.2941667)
08/08/2011;corolla;300;OTRA;(36.3811111,-75.8333333)
15/11/2011;o&#39fallon;1800;TRIANGULAR;(38.8105556,-90.6997222)
15/08/1997;golden valley;3;OTRA;(35.2233333,-114.2222222)
15/08/1967;albuquerque;1800;OTRA;(35.0844444,-106.6505556)
28/10/2011;scottsdale;300;OTRA;(33.5091667,-111.8983333)
06/11/2009;longmont;600;OTRA;(40.1672222,-105.1013889)
30/01/2010;oakland;10;TRIANGULAR;(37.8044444,-122.2697222)
17/08/2011;oak creek;1260;TRIANGULAR;(42.8858333,-87.8630556)
31/10/2004;oak forest;1200;OTRA;(41.6027778,-87.7438889)
10/08/1999;conway;120;TRIANGULAR;(35.0886111,-92.4419444)
29/08/2011;new lenox;900;TRIANGULAR;(41.5119444,-87.9655556)
31/08/2003;oakland;4;TRIANGULAR;(37.8044444,-122.2697222)
09/03/2013;portland;45;TRIANGULAR;(45.5236111,-122.675)
10/03/2012;hooksett;120;TRIANGULAR;(43.0966667,-71.4655556)
04/01/2011;felton;900;TRIANGULAR;(39.0083333,-75.5783333)
17/10/1997;ignacio;3600;TRIANGULAR;(37.115,-107.6325)
01/07/1968;new castle;120;OTRA;(41.0036111,-80.3472222)
22/07/2009;lake springs;60;OTRA;(37.4536111,-90.7947222)
03/08/2002;whittier;60;OTRA;(33.9791667,-118.0319444)
01/03/2001;chiloquin;120;TRIANGULAR;(42.5777778,-121.865)
19/07/2011;sapulpa;180;OTRA;(35.9986111,-96.1138889)
12/09/2001;bordentown;180;TRIANGULAR;(40.1461111,-74.7122222)
16/09/2008;ingleside;300;OTRA;(42.3811111,-88.1397222)
31/01/2011;sacramento;1200;OTRA;(38.5816667,-121.4933333)
15/02/2014;pasadena;60;OTRA;(39.1072222,-76.5713889)
01/01/2012;walla walla;900;OTRA;(46.0647222,-118.3419444)
15/01/2014;north sutton;600;OTRA;(43.3638889,-71.94)
23/10/2008;cottage grove;1200;OTRA;(43.7977778,-123.0583333)
15/08/1982;asbury park;1800;OTRA;(40.2202778,-74.0125)
01/07/1980;caldwell;6;TRIANGULAR;(42.8352778,-88.2763889)
16/11/1999;kelseyville;30;OTRA;(38.9780556,-122.8383333)
24/05/1990;eugene;180;OTRA;(44.0522222,-123.0855556)
14/01/2014;eureka;240;OTRA;(37.8238889,-96.2888889)
26/05/2013;jacksonville;300;OTRA;(34.7538889,-77.4305556)
15/08/1971;woodland;15;OTRA;(45.9047222,-122.7427778)
17/11/2012;burke;5;TRIANGULAR;(38.7933333,-77.2719444)
20/03/2002;san bernardino;480;OTRA;(34.1083333,-117.2888889)
12/11/2013;buhl;20;CIRCULAR;(47.4936111,-92.7777778)
16/09/2007;glendale;900;TRIANGULAR;(34.1425,-118.2541667)
21/10/2008;redondo beach;5;OTRA;(33.8491667,-118.3875)
19/04/2012;sacramento;45;TRIANGULAR;(38.5816667,-121.4933333)
12/12/2001;burbank;3600;OTRA;(34.1808333,-118.3080556)
10/09/1970;san angelo;20;OTRA;(31.4636111,-100.4366667)
01/06/1995;provincetown;45;OTRA;(42.0583333,-70.1791667)
10/12/2008;bellingham;300;OTRA;(48.7597222,-122.4869444)
27/02/2010;litchfield beach;600;OTRA;(33.4666667,-79.1)
15/08/2008;portland;60;TRIANGULAR;(43.6613889,-70.2558333)
16/01/2009;rensselaer;180;TRIANGULAR;(42.6425,-73.7433333)
24/01/2008;fort myers;600;OTRA;(26.6402778,-81.8725)
23/02/2008;goose creek;120;OTRA;(32.9808333,-80.0327778)
25/07/2013;kodiak;180;TRIANGULAR;(57.79,-152.4072222)
09/10/2005;camarillo;900;OTRA;(34.2163889,-119.0366667)
13/10/2013;council bluffs;480;OTRA;(41.2619444,-95.8608333)
28/03/2009;santa cruz;60;TRIANGULAR;(36.9741667,-122.0297222)
13/04/2013;nashville;900;OTRA;(36.1658333,-86.7844444)
05/07/2011;chicago;5;TRIANGULAR;(41.85,-87.65)
29/03/2002;salem;300;TRIANGULAR;(44.9430556,-123.0338889)
15/04/1994;brooksville (withlacoochie forest);1200;OTRA;(28.555,-82.3880556)
26/07/1978;union;600;OTRA;(38.45,-91.0083333)
17/04/2008;greeley;10;TRIANGULAR;(40.4233333,-104.7086111)
13/10/2011;north myrtle beach;60;OTRA;(33.8158333,-78.6802778)
31/12/2009;spring hill;360;OTRA;(35.7511111,-86.93)
29/05/2011;ithaca;300;OTRA;(42.4405556,-76.4969444)
29/12/2010;tucson;120;OTRA;(32.2216667,-110.9258333)
27/02/2007;santa rosa;720;TRIANGULAR;(38.4405556,-122.7133333)
08/05/2004;ona;300;TRIANGULAR;(38.4247222,-82.2133333)
15/10/1989;hampton;300;OTRA;(37.0297222,-76.3455556)
27/06/2013;clearwater;1800;CIRCULAR;(27.9655556,-82.8002778)
03/05/1997;stafford;10;OTRA;(29.6158333,-95.5575)
20/07/2009;streamwood;60;OTRA;(42.0255556,-88.1783333)
06/08/2013;wanamingo;300;OTRA;(44.3044444,-92.7902778)
02/09/1999;dallas;60;OTRA;(32.7833333,-96.8)
06/08/2009;bristol;600;OTRA;(41.6716667,-72.9497222)
14/09/2007;bettendorf;240;TRIANGULAR;(41.5244444,-90.5155556)
13/01/2005;sumner;120;OTRA;(47.2033333,-122.2391667)
03/08/2003;oceanside;60;OTRA;(33.1958333,-117.3786111)
10/03/1998;windber;300;OTRA;(40.2397222,-78.8352778)
17/02/2012;o&#39fallon;300;OTRA;(38.8105556,-90.6997222)
01/09/1995;pahrump;300;OTRA;(36.2083333,-115.9830556)
15/06/1994;jupiter;28800;OTRA;(26.9338889,-80.0944444)
11/08/2000;wakefield;300;OTRA;(42.5063889,-71.0733333)
23/09/2002;long beach;4500;TRIANGULAR;(33.7669444,-118.1883333)
30/01/1998;dallas;210;OTRA;(32.7833333,-96.8)
27/06/2000;apache junction;360;OTRA;(33.415,-111.5488889)
01/10/2005;manhattan;10;TRIANGULAR;(41.4225,-87.9858333)
05/09/2013;gilbert;5;OTRA;(33.3527778,-111.7883333)
05/12/2012;buffalo;300;OTRA;(42.8863889,-78.8786111)
06/07/2013;joplin;600;OTRA;(37.0841667,-94.5130556)
01/01/2003;san francisco;300;CIRCULAR;(37.775,-122.4183333)
28/06/2003;layton;60;OTRA;(41.0602778,-111.9702778)
23/04/2013;exeter;7200;OTRA;(40.6441667,-97.45)
12/07/2002;snohomish;60;CIRCULAR;(47.9130556,-122.0969444)
15/09/1997;angola;180;CIRCULAR;(41.6347222,-84.9994444)
02/09/2001;miami lakes;30;OTRA;(25.9083333,-80.3088889)
03/01/2000;el centro;600;OTRA;(32.7919444,-115.5622222)
15/07/1985;greenville;1200;OTRA;(38.0033333,-79.1561111)
22/02/2007;des moines;5;OTRA;(41.6005556,-93.6088889)
31/08/2005;mokena;1200;OTRA;(41.5261111,-87.8891667)
06/10/2003;holland;420;OTRA;(42.7875,-86.1088889)
26/09/2003;hudson;900;CIRCULAR;(28.3641667,-82.6936111)
01/05/2007;st. augustine;60;OTRA;(29.8944444,-81.3147222)
17/08/1978;ridgecrest;900;OTRA;(35.6225,-117.67)
27/06/1997;north babylon (long island);1215;TRIANGULAR;(40.7163889,-73.3222222)
24/02/2009;dallas;10;OTRA;(35.3163889,-81.1763889)
22/06/1998;evansville;300;OTRA;(37.9747222,-87.5558333)
24/09/2011;newaygo;300;OTRA;(43.4197222,-85.8)
04/07/2012;painesville;600;OTRA;(41.7244444,-81.2458333)
22/12/2008;seattle;60;CIRCULAR;(47.6063889,-122.3308333)
30/05/2008;houston;2700;OTRA;(29.7630556,-95.3630556)
01/08/2008;somerset;3600;OTRA;(40.4975,-74.4888889)
25/04/2001;auburn;5;OTRA;(47.3075,-122.2272222)
06/06/2008;duncansville;1200;OTRA;(40.4233333,-78.4341667)
04/07/2011;lynchburg;240;OTRA;(37.4136111,-79.1425)
10/05/1998;grand rapids;10;OTRA;(47.2372222,-93.53)
15/07/1968;norwich;120;OTRA;(41.5241667,-72.0763889)
28/05/2013;fayetteville;900;OTRA;(33.4486111,-84.455)
18/06/2002;san jose;180;CIRCULAR;(37.3394444,-121.8938889)
13/05/2005;blasdell;1200;OTRA;(42.7972222,-78.8236111)
15/10/2012;tooele;300;OTRA;(40.5308333,-112.2975)
19/11/2002;hamburg;1500;OTRA;(42.7158333,-78.8297222)
16/11/2009;green valley;60;OTRA;(31.8541667,-110.9930556)
04/01/2014;prineville;2;OTRA;(44.3,-120.8333333)
11/01/2014;la junta;120;OTRA;(37.985,-103.5433333)
13/03/2004;boone (vally crusis);480;OTRA;(36.2166667,-81.6747222)
09/04/2004;lawrenceville;720;OTRA;(33.9561111,-83.9880556)
16/04/2007;kannapolis;10;OTRA;(35.4872222,-80.6219444)
22/10/1988;green river;660;OTRA;(38.9952778,-110.1611111)
22/06/2012;wilhoit (north of);15;OTRA;(34.4258333,-112.5861111)
09/05/2007;rock hill;10800;OTRA;(34.9247222,-81.0252778)
04/08/2011;canfield;300;OTRA;(41.025,-80.7611111)
25/05/1977;marshall;1200;OTRA;(39.3913889,-87.6936111)
17/04/2008;freeland;300;OTRA;(39.7047222,-76.6841667)
05/11/2003;horn lake;5;OTRA;(34.9552778,-90.0347222)
24/11/2013;okeechobee;240;OTRA;(27.2436111,-80.83)
15/10/1981;san jose;420;OTRA;(37.3394444,-121.8938889)
02/05/2008;springdale;300;OTRA;(36.1866667,-94.1286111)
28/12/2000;havre;300;OTRA;(48.55,-109.6833333)
07/09/1999;elk grove;4200;OTRA;(38.4088889,-121.3705556)
20/08/2006;onion creek;1;OTRA;(48.7838889,-117.8105556)
10/10/2013;palm harbor;5;OTRA;(28.0777778,-82.7638889)
20/07/1993;honolulu;2;OTRA;(21.3069444,-157.8583333)
14/01/2002;paintsville;900;OTRA;(37.8144444,-82.8072222)
18/07/1998;longmont;300;TRIANGULAR;(40.1672222,-105.1013889)
20/04/2004;bethpage;25;TRIANGULAR;(40.7441667,-73.4825)
30/12/2009;celebration;30;TRIANGULAR;(28.325,-81.5333333)
14/06/2005;council bluffs;30;TRIANGULAR;(41.2619444,-95.8608333)
21/09/2007;west chester;180;TRIANGULAR;(39.0875,-81.9227778)
04/07/2012;galveston;300;TRIANGULAR;(29.3011111,-94.7975)
02/07/2013;lexington;1800;OTRA;(37.9886111,-84.4777778)
27/07/2012;clyde (near);120;TRIANGULAR;(35.5333333,-82.9108333)
18/07/2007;columbia;60;TRIANGULAR;(38.9516667,-92.3338889)
01/08/1981;carnes;900;TRIANGULAR;(30.9933333,-89.2597222)
04/08/2008;orlando;21600;OTRA;(28.5380556,-81.3794444)
14/06/2007;san lorenzo;7200;OTRA;(37.6811111,-122.1233333)
30/06/1974;minot;1800;OTRA;(48.2325,-101.2958333)
27/06/2001;ann arbor;600;OTRA;(42.2708333,-83.7263889)
25/11/2005;tampa;45;TRIANGULAR;(27.9472222,-82.4586111)
01/11/2008;lafayette;2;OTRA;(30.2238889,-92.0197222)
14/08/2000;st. petersburg;600;OTRA;(27.7705556,-82.6794444)
13/09/2007;santa fe;1200;OTRA;(35.6869444,-105.9372222)
08/09/2009;boca raton;5;TRIANGULAR;(26.3583333,-80.0833333)
22/11/2003;harding (near);10;OTRA;(38.9480556,-79.9594444)
02/08/1965;pittsburgh;20;OTRA;(40.4405556,-79.9961111)
15/08/2000;smithville;2;CIRCULAR;(30.0083333,-97.1591667)
02/07/2008;lexington;120;OTRA;(37.9886111,-84.4777778)
15/06/2008;cumberland;180;OTRA;(39.6527778,-78.7627778)
15/09/2001;lafayette (10 miles n of);120;OTRA;(40.4166667,-86.8752778)
02/04/2013;saint petersburg;30;OTRA;(27.7705556,-82.6794444)
04/05/2002;smithtown;2;CIRCULAR;(40.8558333,-73.2011111)
29/07/2013;denver;5400;OTRA;(39.7391667,-104.9841667)
22/05/2010;rockford;120;TRIANGULAR;(42.2711111,-89.0938889)
10/11/2013;carter lake;4;TRIANGULAR;(41.2905556,-95.9177778)
17/11/2011;houston;10;OTRA;(29.7630556,-95.3630556)
26/09/2000;the woodlands;5;OTRA;(30.1577778,-95.4891667)
21/02/2001;leesburg;6;TRIANGULAR;(39.1155556,-77.5638889)
29/03/1986;alamo;720;OTRA;(37.365,-115.1636111)
02/08/2011;harbor city;15;OTRA;(33.79,-118.2969444)
15/11/1956;aberdeen;120;CIRCULAR;(45.4647222,-98.4861111)
15/06/1993;ashville (2 miles south of);20;OTRA;(39.7155556,-82.9530556)
05/10/1999;tampa;240;CIRCULAR;(27.9472222,-82.4586111)
22/06/2013;winchester;120;OTRA;(39.1855556,-78.1636111)
14/07/1971;danese;300;OTRA;(37.9305556,-80.9033333)
15/09/2007;lake worth;37800;OTRA;(26.6155556,-80.0572222)
15/08/1992;limerick;300;CIRCULAR;(43.6883333,-70.7941667)
17/02/1999;barstow (aprox 35 mi west of&#44 mojave desert);120;OTRA;(34.8986111,-117.0219444)
13/06/2007;marshall (near);35;OTRA;(32.5447222,-94.3672222)
15/11/1997;tucson;3;OTRA;(32.2216667,-110.9258333)
07/03/1998;temple terrace;60;OTRA;(28.035,-82.3894444)
09/02/2006;fairfield;180;OTRA;(38.2494444,-122.0388889)
02/03/2014;golden meadow;50;OTRA;(29.3788889,-90.26)
29/01/2000;beaverton;900;OTRA;(45.4872222,-122.8025)
03/09/2008;moravian falls;120;OTRA;(36.0966667,-81.1825)
20/06/1965;albuquerque;300;OTRA;(35.0844444,-106.6505556)
30/06/2001;milwaukee;10;OTRA;(43.0388889,-87.9063889)
04/03/2009;joliet;30;OTRA;(41.525,-88.0816667)
27/02/1999;bishop (towards&#44 on route 395 north);600;OTRA;(37.3636111,-118.3941667)
26/10/1998;spencer;4;OTRA;(43.1413889,-95.1441667)
02/07/1997;davenport;4;CIRCULAR;(37.0116667,-122.1908333)
15/11/2013;portage;600;CIRCULAR;(43.5391667,-89.4625)
01/01/2009;memphis;1800;OTRA;(35.1494444,-90.0488889)
09/07/2005;tinley park;60;OTRA;(41.5733333,-87.7844444)
08/02/2000;canton;300;TRIANGULAR;(42.1583333,-71.1452778)
30/10/2011;cleburne;5;TRIANGULAR;(32.3475,-97.3863889)
06/10/2010;elk grove village;1200;CIRCULAR;(42.0038889,-87.9702778)
17/05/2012;issaquah;30;OTRA;(47.5302778,-122.0313889)
14/04/1999;new york city (brooklyn);3;OTRA;(40.7141667,-74.0063889)
29/04/2005;north little rock;300;TRIANGULAR;(34.7694444,-92.2669444)
28/05/1995;deming (south of);120;OTRA;(32.2686111,-107.7580556)
08/01/2012;vacaville;120;OTRA;(38.3566667,-121.9866667)
18/06/2004;blountville;55;OTRA;(36.5330556,-82.3269444)
17/07/2004;lewisburg;420;TRIANGULAR;(39.8461111,-84.5397222)
17/03/2007;edgewood;180;TRIANGULAR;(35.0613889,-106.1908333)
02/12/2008;schererville;180;TRIANGULAR;(41.4788889,-87.4547222)
15/10/2008;winchester;10;TRIANGULAR;(35.1858333,-86.1122222)
27/06/2010;east norriton;30;TRIANGULAR;(40.1516667,-75.3369444)
04/02/2005;port orchard;180;TRIANGULAR;(47.5405556,-122.635)
08/11/2003;new york city;60;TRIANGULAR;(40.7141667,-74.0063889)
01/11/1999;south bend;4;TRIANGULAR;(41.6833333,-86.25)
29/09/2011;idaho falls;180;TRIANGULAR;(43.4666667,-112.0333333)
07/12/2006;pomona (wolfe lake);10800;TRIANGULAR;(37.6280556,-89.3366667)
05/10/2007;quincy;240;TRIANGULAR;(39.9369444,-120.9461111)
04/04/2009;horsham;30;TRIANGULAR;(40.1783333,-75.1288889)
20/11/2000;seagoville;300;TRIANGULAR;(32.6394444,-96.5380556)
24/03/2013;springdale;30;TRIANGULAR;(36.1866667,-94.1286111)
09/09/2008;shelbyville;7;TRIANGULAR;(39.4063889,-88.79)
16/03/2003;edmonds;30;TRIANGULAR;(47.8108333,-122.3761111)
13/11/2013;la crosse;10;TRIANGULAR;(43.8013889,-91.2394444)
09/03/2010;middlefield;20;TRIANGULAR;(41.4619444,-81.0738889)
06/01/2012;weyers cave;3600;TRIANGULAR;(38.2883333,-78.9133333)
15/12/2006;tallmadge;60;TRIANGULAR;(41.1013889,-81.4419444)
30/01/2014;gray court;60;OTRA;(34.6080556,-82.1136111)
17/04/2013;bartlett;300;TRIANGULAR;(41.995,-88.1855556)
15/05/2003;ventura;10;TRIANGULAR;(34.2783333,-119.2922222)
03/03/2000;grove city;3600;TRIANGULAR;(39.8813889,-83.0930556)
07/04/2012;citronelle;120;TRIANGULAR;(31.0905556,-88.2280556)
25/07/2011;osprey;3600;OTRA;(27.1958333,-82.4905556)
22/03/2011;shaver lake;120;TRIANGULAR;(37.1041667,-119.3166667)
22/07/2007;wheat ridge;1200;TRIANGULAR;(39.7661111,-105.0766667)
09/06/1997;holly;180;TRIANGULAR;(42.7919444,-83.6277778)
13/10/2001;avondale;120;TRIANGULAR;(33.4355556,-112.3488889)
20/07/1997;bridgehampton;300;TRIANGULAR;(40.9377778,-72.3013889)
01/11/1979;haltom city;60;TRIANGULAR;(32.7994444,-97.2688889)
15/01/2010;flat creek;60;TRIANGULAR;(35.7527778,-82.5466667)
31/10/2008;brecksville;120;TRIANGULAR;(41.3197222,-81.6269444)
28/03/2006;hemet;30;TRIANGULAR;(33.7475,-116.9711111)
15/01/2011;watson;180;TRIANGULAR;(30.5755556,-90.9530556)
20/06/2012;greenville;240;TRIANGULAR;(38.0033333,-79.1561111)
14/08/2010;mt. pleasant;90;TRIANGULAR;(40.1488889,-79.5413889)
27/11/2002;san francisco;60;TRIANGULAR;(37.775,-122.4183333)
18/09/2004;voorhees;60;TRIANGULAR;(40.4811111,-74.4836111)
26/10/1999;studio city;10;TRIANGULAR;(34.1486111,-118.3955556)
03/05/2007;abingdon;120;TRIANGULAR;(39.4622222,-76.2794444)
15/03/2006;edmonds;420;TRIANGULAR;(47.8108333,-122.3761111)
20/09/2007;westmont;240;TRIANGULAR;(41.7958333,-87.9755556)
01/07/1990;shaver lake;240;TRIANGULAR;(37.1041667,-119.3166667)
31/03/2014;wasilla;900;TRIANGULAR;(61.5813889,-149.4394444)
03/02/2005;fort collins;9;TRIANGULAR;(40.5852778,-105.0838889)
01/02/2005;clarks summit;120;TRIANGULAR;(41.4886111,-75.7088889)
14/05/2000;stafford forge;120;TRIANGULAR;(39.6669444,-74.3197222)
29/09/2002;smyrna;1800;TRIANGULAR;(39.2997222,-75.605)
05/04/2004;enfield;300;TRIANGULAR;(41.9761111,-72.5922222)
01/10/2010;brunswick;600;TRIANGULAR;(41.2380556,-81.8419444)
21/04/2009;colorado springs;2;TRIANGULAR;(38.8338889,-104.8208333)
09/05/2009;newport news;180;TRIANGULAR;(36.9786111,-76.4283333)
14/06/2008;new braunfels;240;TRIANGULAR;(29.7027778,-98.1241667)
20/12/2012;lagrange;300;TRIANGULAR;(41.2372222,-82.12)
23/05/2005;warsaw;10;TRIANGULAR;(38.2430556,-93.3816667)
08/03/1988;powhatan;12;TRIANGULAR;(37.5419444,-77.9191667)
21/07/2012;rochester;300;TRIANGULAR;(43.1547222,-77.6158333)
29/03/2012;waukesha;600;TRIANGULAR;(43.0116667,-88.2313889)
15/10/1985;hartford city;600;TRIANGULAR;(40.4511111,-85.37)
22/03/2004;santa cruz;2;TRIANGULAR;(36.9741667,-122.0297222)
27/12/2003;spencerport;600;TRIANGULAR;(43.1863889,-77.8041667)
25/04/1995;quartzsite;300;TRIANGULAR;(33.6638889,-114.2291667)
28/04/1995;grand rapids;300;TRIANGULAR;(42.9633333,-85.6680556)
12/01/2014;inchelium;120;TRIANGULAR;(48.2969444,-118.1955556)
06/08/2010;south cairo;120;TRIANGULAR;(42.2769444,-73.9572222)
02/10/2005;edina;5;OTRA;(44.8897222,-93.3497222)
07/09/2002;trout lake;20;TRIANGULAR;(45.9975,-121.5269444)
06/12/2009;frankfort;1200;OTRA;(41.4958333,-87.8486111)
14/07/2011;ankeny;180;TRIANGULAR;(41.7297222,-93.6055556)
13/04/2001;east lansing;5;OTRA;(42.7369444,-84.4838889)
25/10/2011;matteson;1200;TRIANGULAR;(41.5038889,-87.7130556)
08/06/2002;gilroy;20;TRIANGULAR;(37.0058333,-121.5672222)
05/06/2004;jasper;30;TRIANGULAR;(36.0080556,-93.1863889)
03/07/2013;shoreview;10;OTRA;(45.0791667,-93.1469444)
03/08/2003;placerville;180;OTRA;(38.7297222,-120.7975)
28/09/2013;phoenix;540;OTRA;(33.4483333,-112.0733333)
14/10/2003;los angeles;30;TRIANGULAR;(34.0522222,-118.2427778)
30/04/2009;tacoma;30;TRIANGULAR;(47.2530556,-122.4430556)
30/12/2000;san francisco;30;OTRA;(37.775,-122.4183333)
13/08/1999;westby;60;TRIANGULAR;(43.6569444,-90.8541667)
27/09/1998;mesquite;60;TRIANGULAR;(32.7666667,-96.5988889)
01/08/1980;barrington;5;TRIANGULAR;(42.1538889,-88.1361111)
14/09/2008;brownsville;172800;TRIANGULAR;(25.9013889,-97.4972222)
31/08/2010;marietta;300;TRIANGULAR;(33.9525,-84.55)
19/06/2008;rineyville;300;TRIANGULAR;(37.7494444,-85.97)
23/02/2005;hoover (bluff park);2;TRIANGULAR;(33.4052778,-86.8113889)
30/09/2005;pueblo;20;TRIANGULAR;(38.2544444,-104.6086111)
10/09/2008;tacoma;300;TRIANGULAR;(47.2530556,-122.4430556)
31/12/2012;springfield;2;TRIANGULAR;(44.0463889,-123.0208333)
27/06/2008;hooks;180;TRIANGULAR;(33.4661111,-94.2883333)
15/08/2011;hunt;1800;TRIANGULAR;(42.5469444,-77.9944444)
02/07/2013;naschitti;60;TRIANGULAR;(36.065,-108.6813889)
22/09/2003;auburn;240;TRIANGULAR;(44.0977778,-70.2316667)
23/02/2013;st. louis;120;TRIANGULAR;(38.6272222,-90.1977778)
24/09/2013;murrells inlet;240;TRIANGULAR;(33.5508333,-79.0416667)
05/03/2014;crouse;120;TRIANGULAR;(35.4208333,-81.3055556)
26/01/2003;mabank;3600;TRIANGULAR;(32.3663889,-96.1005556)
24/02/2012;liberal;15;OTRA;(37.0430556,-100.9205556)
07/10/2006;denver;1200;OTRA;(39.7391667,-104.9841667)
16/05/2007;chilton;240;TRIANGULAR;(44.0288889,-88.1627778)
31/03/2006;greenwood;1200;TRIANGULAR;(39.6136111,-86.1066667)
24/02/2009;tipp city;10;TRIANGULAR;(39.9583333,-84.1722222)
07/07/2002;bend;7200;TRIANGULAR;(44.0583333,-121.3141667)
15/01/2000;houston;15;TRIANGULAR;(29.7630556,-95.3630556)
26/05/2013;sullivan city;300;TRIANGULAR;(26.2772222,-98.5633333)
11/12/2003;loves park;1200;TRIANGULAR;(42.32,-89.0580556)
25/04/2014;quitman;180;TRIANGULAR;(30.7847222,-83.56)
22/10/2010;burnsville;600;TRIANGULAR;(44.7677778,-93.2775)
01/07/2003;santa maria;900;TRIANGULAR;(34.9530556,-120.4347222)
08/07/2009;west jordan;480;TRIANGULAR;(40.5,-111.95)
31/08/2004;fort wayne;120;TRIANGULAR;(41.1305556,-85.1288889)
13/08/1999;casa grande;180;TRIANGULAR;(32.8794444,-111.7566667)
01/06/2007;alpharetta;1200;TRIANGULAR;(34.0752778,-84.2941667)
20/01/2012;morganton;3;TRIANGULAR;(35.7452778,-81.685)
23/06/2005;calhoun;1200;TRIANGULAR;(34.5025,-84.9511111)
10/09/2000;denver;120;TRIANGULAR;(39.7391667,-104.9841667)
25/05/2005;sacramento;15;TRIANGULAR;(38.5816667,-121.4933333)
27/09/2000;highlands ranch;180;TRIANGULAR;(39.5538889,-104.9688889)
29/05/2011;davenport;9000;TRIANGULAR;(41.5236111,-90.5775)
15/06/2010;woodlawn;20;TRIANGULAR;(36.7222222,-80.8230556)
11/09/2012;lakeville;120;TRIANGULAR;(41.8458333,-70.95)
14/09/2004;carroll;120;TRIANGULAR;(42.0658333,-94.8666667)
10/04/2011;norcross;600;OTRA;(33.9411111,-84.2136111)
12/01/2012;rosemount;60;TRIANGULAR;(44.7394444,-93.1255556)
18/08/2001;prescott;180;OTRA;(34.54,-112.4677778)
09/04/2010;oakland;6;TRIANGULAR;(37.8044444,-122.2697222)
31/01/2014;decatur;300;TRIANGULAR;(33.7747222,-84.2963889)
18/01/2012;augusta;60;TRIANGULAR;(33.4708333,-81.975)
20/06/2002;holmdel;240;TRIANGULAR;(40.345,-74.1844444)
27/09/2011;tucson;900;OTRA;(32.2216667,-110.9258333)
31/08/2003;mulino;60;TRIANGULAR;(45.2216667,-122.5808333)
02/03/2006;butte;10;OTRA;(46.0038889,-112.5338889)
15/07/1991;sidney;4;TRIANGULAR;(47.7166667,-104.1558333)
12/12/2005;austin;240;TRIANGULAR;(30.2669444,-97.7427778)
16/09/2005;penacook;600;TRIANGULAR;(43.2802778,-71.6005556)
11/11/2013;savannah;4;TRIANGULAR;(39.9416667,-94.83)
19/02/2004;meridian;1200;TRIANGULAR;(32.3641667,-88.7036111)
15/06/1982;rocky point;3600;TRIANGULAR;(34.435,-77.8880556)
08/11/2008;crystal river;300;OTRA;(28.9022222,-82.5927778)
08/02/2003;highland;120;TRIANGULAR;(38.7394444,-89.6711111)
06/08/2006;trout lake;120;OTRA;(45.9975,-121.5269444)
04/08/2012;east troy;300;TRIANGULAR;(42.7852778,-88.405)
31/08/2008;fort collins;480;TRIANGULAR;(40.5852778,-105.0838889)
06/07/2013;goshen;45;TRIANGULAR;(39.9530556,-111.9)
01/06/1985;winslow;180;TRIANGULAR;(35.8008333,-94.1347222)
27/11/2011;huntingtown;1200;TRIANGULAR;(38.6158333,-76.6133333)
17/09/2004;san antonio;30;TRIANGULAR;(29.4238889,-98.4933333)
20/11/2003;omaha (outside of&#44 near i-80/westbound);1200;TRIANGULAR;(41.2586111,-95.9375)
17/04/2008;morristown;300;TRIANGULAR;(36.2138889,-83.295)
14/11/2012;graniteville;840;TRIANGULAR;(44.1511111,-72.4933333)
26/11/2001;louisville;240;TRIANGULAR;(38.2541667,-85.7594444)
06/06/2002;fresno;300;TRIANGULAR;(36.7477778,-119.7713889)
09/08/2006;corpus christi;30;TRIANGULAR;(27.8002778,-97.3961111)
05/06/2006;fresno;60;TRIANGULAR;(36.7477778,-119.7713889)
22/11/2006;athens;120;TRIANGULAR;(34.8027778,-86.9716667)
12/11/2012;platte city;480;TRIANGULAR;(39.3702778,-94.7822222)
06/02/2012;fort irwin;600;TRIANGULAR;(35.2627778,-116.6838889)
01/06/1998;denmark;300;TRIANGULAR;(33.3225,-81.1425)
16/08/1996;fairfield;60;TRIANGULAR;(39.3458333,-84.5605556)
27/06/2013;evergreen;300;TRIANGULAR;(39.6333333,-105.3166667)
30/03/2013;san jose;30;OTRA;(37.3394444,-121.8938889)
18/08/2004;lincoln;300;OTRA;(40.8,-96.6666667)
25/08/2003;roseville;5;TRIANGULAR;(38.7522222,-121.2869444)
17/01/2002;salem;600;TRIANGULAR;(44.9430556,-123.0338889)
07/01/2012;hagerstown;1800;TRIANGULAR;(39.6416667,-77.7202778)
08/11/2009;morgantown;90;TRIANGULAR;(39.6294444,-79.9561111)
01/09/2005;fort wayne;15;TRIANGULAR;(41.1305556,-85.1288889)
29/10/2007;sterling heights;300;TRIANGULAR;(42.5802778,-83.0302778)
